Date,Currency,Exchange,Sql Date Format
05-07-2015,CAD,1.207,05-07-2015
05-07-2015,AUD,1.2548,05-07-2015
05-07-2015,EUR,0.8846,05-07-2015
05-07-2015,GBP,0.6568,05-07-2015
05-08-2015,USD,1,05-08-2015
05-08-2015,CAD,1.2103,05-08-2015
05-08-2015,AUD,1.2638,05-08-2015
05-08-2015,EUR,0.8912,05-08-2015
05-08-2015,GBP,0.6488,05-08-2015
05-09-2015,USD,1,05-09-2015
05-09-2015,CAD,1.2103,05-09-2015
05-09-2015,AUD,1.2638,05-09-2015
05-09-2015,EUR,0.8912,05-09-2015
05-09-2015,GBP,0.6488,05-09-2015
05-10-2015,USD,1,05-10-2015
05-10-2015,CAD,1.2103,05-10-2015
05-10-2015,AUD,1.2638,05-10-2015
05-10-2015,EUR,0.8912,05-10-2015
05-10-2015,GBP,0.6488,05-10-2015
05-11-2015,USD,1,05-11-2015
05-11-2015,CAD,1.2114,05-11-2015
05-11-2015,AUD,1.267,05-11-2015
05-11-2015,EUR,0.8975,05-11-2015
05-11-2015,GBP,0.6458,05-11-2015
05-12-2015,USD,1,05-12-2015
05-12-2015,CAD,1.204,05-12-2015
05-12-2015,AUD,1.2519,05-12-2015
05-12-2015,EUR,0.8898,05-12-2015
05-12-2015,GBP,0.6374,05-12-2015
13-05-2015,USD,1,13-05-2015
13-05-2015,CAD,1.1974,13-05-2015
13-05-2015,AUD,1.2428,13-05-2015
13-05-2015,EUR,0.8912,13-05-2015
13-05-2015,GBP,0.6393,13-05-2015
14-05-2015,USD,1,14-05-2015
14-05-2015,CAD,1.1949,14-05-2015
14-05-2015,AUD,1.2336,14-05-2015
14-05-2015,EUR,0.8757,14-05-2015
14-05-2015,GBP,0.6332,14-05-2015
15-05-2015,USD,1,15-05-2015
15-05-2015,CAD,1.2037,15-05-2015
15-05-2015,AUD,1.2499,15-05-2015
15-05-2015,EUR,0.8828,15-05-2015
15-05-2015,GBP,0.6366,15-05-2015
16-05-2015,USD,1,16-05-2015
16-05-2015,CAD,1.2037,16-05-2015
16-05-2015,AUD,1.2499,16-05-2015
16-05-2015,EUR,0.8828,16-05-2015
16-05-2015,GBP,0.6366,16-05-2015
17-05-2015,USD,1,17-05-2015
17-05-2015,CAD,1.2037,17-05-2015
17-05-2015,AUD,1.2499,17-05-2015
17-05-2015,EUR,0.8828,17-05-2015
17-05-2015,GBP,0.6366,17-05-2015
18-05-2015,USD,1,18-05-2015
18-05-2015,CAD,1.2058,18-05-2015
18-05-2015,AUD,1.2493,18-05-2015
18-05-2015,EUR,0.878,18-05-2015
18-05-2015,GBP,0.6383,18-05-2015
19-05-2015,USD,1,19-05-2015
19-05-2015,CAD,1.2181,19-05-2015
19-05-2015,AUD,1.2547,19-05-2015
19-05-2015,EUR,0.8945,19-05-2015
19-05-2015,GBP,0.6457,19-05-2015
20-05-2015,USD,1,20-05-2015
20-05-2015,CAD,1.2213,20-05-2015
20-05-2015,AUD,1.2655,20-05-2015
20-05-2015,EUR,0.8994,20-05-2015
20-05-2015,GBP,0.6437,20-05-2015
21-05-2015,USD,1,21-05-2015
21-05-2015,CAD,1.2216,21-05-2015
21-05-2015,AUD,1.2676,21-05-2015
21-05-2015,EUR,0.8982,21-05-2015
21-05-2015,GBP,0.6377,21-05-2015
22-05-2015,USD,1,22-05-2015
22-05-2015,CAD,1.22,22-05-2015
22-05-2015,AUD,1.2686,22-05-2015
22-05-2015,EUR,0.8957,22-05-2015
22-05-2015,GBP,0.6394,22-05-2015
23-05-2015,USD,1,23-05-2015
23-05-2015,CAD,1.22,23-05-2015
23-05-2015,AUD,1.2686,23-05-2015
23-05-2015,EUR,0.8957,23-05-2015
23-05-2015,GBP,0.6394,23-05-2015
24-05-2015,USD,1,24-05-2015
24-05-2015,CAD,1.22,24-05-2015
24-05-2015,AUD,1.2686,24-05-2015
24-05-2015,EUR,0.8957,24-05-2015
24-05-2015,GBP,0.6394,24-05-2015
25-05-2015,USD,1,25-05-2015
25-05-2015,CAD,1.2294,25-05-2015
25-05-2015,AUD,1.2774,25-05-2015
25-05-2015,EUR,0.9109,25-05-2015
25-05-2015,GBP,0.6467,25-05-2015
26-05-2015,USD,1,26-05-2015
26-05-2015,CAD,1.2374,26-05-2015
26-05-2015,AUD,1.2832,26-05-2015
26-05-2015,EUR,0.9152,26-05-2015
26-05-2015,GBP,0.6495,26-05-2015
27-05-2015,USD,1,27-05-2015
27-05-2015,CAD,1.2456,27-05-2015
27-05-2015,AUD,1.297,27-05-2015
27-05-2015,EUR,0.9206,27-05-2015
27-05-2015,GBP,0.6508,27-05-2015
28-05-2015,USD,1,28-05-2015
28-05-2015,CAD,1.2476,28-05-2015
28-05-2015,AUD,1.3094,28-05-2015
28-05-2015,EUR,0.9178,28-05-2015
28-05-2015,GBP,0.6538,28-05-2015
29-05-2015,USD,1,29-05-2015
29-05-2015,CAD,1.2443,29-05-2015
29-05-2015,AUD,1.307,29-05-2015
29-05-2015,EUR,0.9116,29-05-2015
29-05-2015,GBP,0.6554,29-05-2015
30-05-2015,USD,1,30-05-2015
30-05-2015,CAD,1.2443,30-05-2015
30-05-2015,AUD,1.307,30-05-2015
30-05-2015,EUR,0.9116,30-05-2015
30-05-2015,GBP,0.6554,30-05-2015
31-05-2015,USD,1,31-05-2015
31-05-2015,CAD,1.2443,31-05-2015
31-05-2015,AUD,1.307,31-05-2015
31-05-2015,EUR,0.9116,31-05-2015
31-05-2015,GBP,0.6554,31-05-2015
06-01-2015,USD,1,06-01-2015
06-01-2015,CAD,1.2494,06-01-2015
06-01-2015,AUD,1.3104,06-01-2015
06-01-2015,EUR,0.9137,06-01-2015
06-01-2015,GBP,0.6572,06-01-2015
06-02-2015,USD,1,06-02-2015
06-02-2015,CAD,1.2498,06-02-2015
06-02-2015,AUD,1.3004,06-02-2015
06-02-2015,EUR,0.9067,06-02-2015
06-02-2015,GBP,0.6567,06-02-2015
06-03-2015,USD,1,06-03-2015
06-03-2015,CAD,1.2445,06-03-2015
06-03-2015,AUD,1.2862,06-03-2015
06-03-2015,EUR,0.8981,06-03-2015
06-03-2015,GBP,0.6534,06-03-2015
06-04-2015,USD,1,06-04-2015
06-04-2015,CAD,1.2449,06-04-2015
06-04-2015,AUD,1.2917,06-04-2015
06-04-2015,EUR,0.8836,06-04-2015
06-04-2015,GBP,0.6498,06-04-2015
06-05-2015,USD,1,06-05-2015
06-05-2015,CAD,1.25,06-05-2015
06-05-2015,AUD,1.2956,06-05-2015
06-05-2015,EUR,0.8914,06-05-2015
06-05-2015,GBP,0.6523,06-05-2015
06-06-2015,USD,1,06-06-2015
06-06-2015,CAD,1.25,06-06-2015
06-06-2015,AUD,1.2956,06-06-2015
06-06-2015,EUR,0.8914,06-06-2015
06-06-2015,GBP,0.6523,06-06-2015
06-07-2015,USD,1,06-07-2015
06-07-2015,CAD,1.25,06-07-2015
06-07-2015,AUD,1.2956,06-07-2015
06-07-2015,EUR,0.8914,06-07-2015
06-07-2015,GBP,0.6523,06-07-2015
06-08-2015,USD,1,06-08-2015
06-08-2015,CAD,1.2434,06-08-2015
06-08-2015,AUD,1.3094,06-08-2015
06-08-2015,EUR,0.8959,06-08-2015
06-08-2015,GBP,0.6556,06-08-2015
06-09-2015,USD,1,06-09-2015
06-09-2015,CAD,1.2347,06-09-2015
06-09-2015,AUD,1.2984,06-09-2015
06-09-2015,EUR,0.889,06-09-2015
06-09-2015,GBP,0.6537,06-09-2015
06-10-2015,USD,1,06-10-2015
06-10-2015,CAD,1.2236,06-10-2015
06-10-2015,AUD,1.2919,06-10-2015
06-10-2015,EUR,0.8866,06-10-2015
06-10-2015,GBP,0.6458,06-10-2015
06-11-2015,USD,1,06-11-2015
06-11-2015,CAD,1.2321,06-11-2015
06-11-2015,AUD,1.2939,06-11-2015
06-11-2015,EUR,0.8903,06-11-2015
06-11-2015,GBP,0.6469,06-11-2015
06-12-2015,USD,1,06-12-2015
06-12-2015,CAD,1.2303,06-12-2015
06-12-2015,AUD,1.2977,06-12-2015
06-12-2015,EUR,0.8913,06-12-2015
06-12-2015,GBP,0.6457,06-12-2015
13-06-2015,USD,1,13-06-2015
13-06-2015,CAD,1.2303,13-06-2015
13-06-2015,AUD,1.2977,13-06-2015
13-06-2015,EUR,0.8913,13-06-2015
13-06-2015,GBP,0.6457,13-06-2015
14-06-2015,USD,1,14-06-2015
14-06-2015,CAD,1.2303,14-06-2015
14-06-2015,AUD,1.2977,14-06-2015
14-06-2015,EUR,0.8913,14-06-2015
14-06-2015,GBP,0.6457,14-06-2015
15-06-2015,USD,1,15-06-2015
15-06-2015,CAD,1.2342,15-06-2015
15-06-2015,AUD,1.2895,15-06-2015
15-06-2015,EUR,0.8914,15-06-2015
15-06-2015,GBP,0.6449,15-06-2015
16-06-2015,USD,1,16-06-2015
16-06-2015,CAD,1.2343,16-06-2015
16-06-2015,AUD,1.2913,16-06-2015
16-06-2015,EUR,0.8917,16-06-2015
16-06-2015,GBP,0.6404,16-06-2015
17-06-2015,USD,1,17-06-2015
17-06-2015,CAD,1.2312,17-06-2015
17-06-2015,AUD,1.3028,17-06-2015
17-06-2015,EUR,0.8866,17-06-2015
17-06-2015,GBP,0.6357,17-06-2015
18-06-2015,USD,1,18-06-2015
18-06-2015,CAD,1.216,18-06-2015
18-06-2015,AUD,1.2776,18-06-2015
18-06-2015,EUR,0.8769,18-06-2015
18-06-2015,GBP,0.6285,18-06-2015
19-06-2015,USD,1,19-06-2015
19-06-2015,CAD,1.2271,19-06-2015
19-06-2015,AUD,1.2914,19-06-2015
19-06-2015,EUR,0.885,19-06-2015
19-06-2015,GBP,0.6314,19-06-2015
20-06-2015,USD,1,20-06-2015
20-06-2015,CAD,1.2271,20-06-2015
20-06-2015,AUD,1.2914,20-06-2015
20-06-2015,EUR,0.885,20-06-2015
20-06-2015,GBP,0.6314,20-06-2015
21-06-2015,USD,1,21-06-2015
21-06-2015,CAD,1.2271,21-06-2015
21-06-2015,AUD,1.2914,21-06-2015
21-06-2015,EUR,0.885,21-06-2015
21-06-2015,GBP,0.6314,21-06-2015
22-06-2015,USD,1,22-06-2015
22-06-2015,CAD,1.2234,22-06-2015
22-06-2015,AUD,1.2883,22-06-2015
22-06-2015,EUR,0.8814,22-06-2015
22-06-2015,GBP,0.6319,22-06-2015
23-06-2015,USD,1,23-06-2015
23-06-2015,CAD,1.2339,23-06-2015
23-06-2015,AUD,1.2976,23-06-2015
23-06-2015,EUR,0.8925,23-06-2015
23-06-2015,GBP,0.6338,23-06-2015
24-06-2015,USD,1,24-06-2015
24-06-2015,CAD,1.2301,24-06-2015
24-06-2015,AUD,1.2907,24-06-2015
24-06-2015,EUR,0.8918,24-06-2015
24-06-2015,GBP,0.6348,24-06-2015
25-06-2015,USD,1,25-06-2015
25-06-2015,CAD,1.2384,25-06-2015
25-06-2015,AUD,1.2919,25-06-2015
25-06-2015,EUR,0.8924,25-06-2015
25-06-2015,GBP,0.6359,25-06-2015
26-06-2015,USD,1,26-06-2015
26-06-2015,CAD,1.2365,26-06-2015
26-06-2015,AUD,1.3061,26-06-2015
26-06-2015,EUR,0.8927,26-06-2015
26-06-2015,GBP,0.6359,26-06-2015
27-06-2015,USD,1,27-06-2015
27-06-2015,CAD,1.2365,27-06-2015
27-06-2015,AUD,1.3061,27-06-2015
27-06-2015,EUR,0.8927,27-06-2015
27-06-2015,GBP,0.6359,27-06-2015
28-06-2015,USD,1,28-06-2015
28-06-2015,CAD,1.2365,28-06-2015
28-06-2015,AUD,1.3061,28-06-2015
28-06-2015,EUR,0.8927,28-06-2015
28-06-2015,GBP,0.6359,28-06-2015
29-06-2015,USD,1,29-06-2015
29-06-2015,CAD,1.2374,29-06-2015
29-06-2015,AUD,1.3048,29-06-2015
29-06-2015,EUR,0.8982,29-06-2015
29-06-2015,GBP,0.6364,29-06-2015
30-06-2015,USD,1,30-06-2015
30-06-2015,CAD,1.2368,30-06-2015
30-06-2015,AUD,1.3004,30-06-2015
30-06-2015,EUR,0.8937,30-06-2015
30-06-2015,GBP,0.6358,30-06-2015
07-01-2015,USD,1,07-01-2015
07-01-2015,CAD,1.2524,07-01-2015
07-01-2015,AUD,1.3025,07-01-2015
07-01-2015,EUR,0.9009,07-01-2015
07-01-2015,GBP,0.6388,07-01-2015
07-02-2015,USD,1,07-02-2015
07-02-2015,CAD,1.2618,07-02-2015
07-02-2015,AUD,1.3169,07-02-2015
07-02-2015,EUR,0.9037,07-02-2015
07-02-2015,GBP,0.6419,07-02-2015
07-03-2015,USD,1,07-03-2015
07-03-2015,CAD,1.2582,07-03-2015
07-03-2015,AUD,1.329,07-03-2015
07-03-2015,EUR,0.9012,07-03-2015
07-03-2015,GBP,0.6401,07-03-2015
07-04-2015,USD,1,07-04-2015
07-04-2015,CAD,1.2582,07-04-2015
07-04-2015,AUD,1.329,07-04-2015
07-04-2015,EUR,0.9012,07-04-2015
07-04-2015,GBP,0.6401,07-04-2015
07-05-2015,USD,1,07-05-2015
07-05-2015,CAD,1.2582,07-05-2015
07-05-2015,AUD,1.329,07-05-2015
07-05-2015,EUR,0.9012,07-05-2015
07-05-2015,GBP,0.6401,07-05-2015
07-06-2015,USD,1,07-06-2015
07-06-2015,CAD,1.264,07-06-2015
07-06-2015,AUD,1.3343,07-06-2015
07-06-2015,EUR,0.9084,07-06-2015
07-06-2015,GBP,0.6432,07-06-2015
07-07-2015,USD,1,07-07-2015
07-07-2015,CAD,1.2739,07-07-2015
07-07-2015,AUD,1.3468,07-07-2015
07-07-2015,EUR,0.9148,07-07-2015
07-07-2015,GBP,0.6474,07-07-2015
07-08-2015,USD,1,07-08-2015
07-08-2015,CAD,1.2743,07-08-2015
07-08-2015,AUD,1.3485,07-08-2015
07-08-2015,EUR,0.9071,07-08-2015
07-08-2015,GBP,0.6507,07-08-2015
07-09-2015,USD,1,07-09-2015
07-09-2015,CAD,1.2685,07-09-2015
07-09-2015,AUD,1.3403,07-09-2015
07-09-2015,EUR,0.9046,07-09-2015
07-09-2015,GBP,0.6492,07-09-2015
07-10-2015,USD,1,07-10-2015
07-10-2015,CAD,1.2706,07-10-2015
07-10-2015,AUD,1.3388,07-10-2015
07-10-2015,EUR,0.8941,07-10-2015
07-10-2015,GBP,0.6444,07-10-2015
07-11-2015,USD,1,07-11-2015
07-11-2015,CAD,1.2706,07-11-2015
07-11-2015,AUD,1.3388,07-11-2015
07-11-2015,EUR,0.8941,07-11-2015
07-11-2015,GBP,0.6444,07-11-2015
07-12-2015,USD,1,07-12-2015
07-12-2015,CAD,1.2706,07-12-2015
07-12-2015,AUD,1.3388,07-12-2015
07-12-2015,EUR,0.8941,07-12-2015
07-12-2015,GBP,0.6444,07-12-2015
13-07-2015,USD,1,13-07-2015
13-07-2015,CAD,1.2721,13-07-2015
13-07-2015,AUD,1.3462,13-07-2015
13-07-2015,EUR,0.9051,13-07-2015
13-07-2015,GBP,0.6439,13-07-2015
14-07-2015,USD,1,14-07-2015
14-07-2015,CAD,1.276,14-07-2015
14-07-2015,AUD,1.3442,14-07-2015
14-07-2015,EUR,0.9065,14-07-2015
14-07-2015,GBP,0.6422,14-07-2015
15-07-2015,USD,1,15-07-2015
15-07-2015,CAD,1.2744,15-07-2015
15-07-2015,AUD,1.3401,15-07-2015
15-07-2015,EUR,0.9083,15-07-2015
15-07-2015,GBP,0.6399,15-07-2015
16-07-2015,USD,1,16-07-2015
16-07-2015,CAD,1.2947,16-07-2015
16-07-2015,AUD,1.3539,16-07-2015
16-07-2015,EUR,0.9202,16-07-2015
16-07-2015,GBP,0.6424,16-07-2015
17-07-2015,USD,1,17-07-2015
17-07-2015,CAD,1.2978,17-07-2015
17-07-2015,AUD,1.3511,17-07-2015
17-07-2015,EUR,0.9184,17-07-2015
17-07-2015,GBP,0.6413,17-07-2015
18-07-2015,USD,1,18-07-2015
18-07-2015,CAD,1.2978,18-07-2015
18-07-2015,AUD,1.3511,18-07-2015
18-07-2015,EUR,0.9184,18-07-2015
18-07-2015,GBP,0.6413,18-07-2015
19-07-2015,USD,1,19-07-2015
19-07-2015,CAD,1.2978,19-07-2015
19-07-2015,AUD,1.3511,19-07-2015
19-07-2015,EUR,0.9184,19-07-2015
19-07-2015,GBP,0.6413,19-07-2015
20-07-2015,USD,1,20-07-2015
20-07-2015,CAD,1.2985,20-07-2015
20-07-2015,AUD,1.3549,20-07-2015
20-07-2015,EUR,0.9215,20-07-2015
20-07-2015,GBP,0.6424,20-07-2015
21-07-2015,USD,1,21-07-2015
21-07-2015,CAD,1.2992,21-07-2015
21-07-2015,AUD,1.357,21-07-2015
21-07-2015,EUR,0.9202,21-07-2015
21-07-2015,GBP,0.643,21-07-2015
22-07-2015,USD,1,22-07-2015
22-07-2015,CAD,1.2995,22-07-2015
22-07-2015,AUD,1.3543,22-07-2015
22-07-2015,EUR,0.9173,22-07-2015
22-07-2015,GBP,0.6404,22-07-2015
23-07-2015,USD,1,23-07-2015
23-07-2015,CAD,1.2975,23-07-2015
23-07-2015,AUD,1.3496,23-07-2015
23-07-2015,EUR,0.9092,23-07-2015
23-07-2015,GBP,0.6404,23-07-2015
24-07-2015,USD,1,24-07-2015
24-07-2015,CAD,1.3091,24-07-2015
24-07-2015,AUD,1.3765,24-07-2015
24-07-2015,EUR,0.9142,24-07-2015
24-07-2015,GBP,0.6462,24-07-2015
25-07-2015,USD,1,25-07-2015
25-07-2015,CAD,1.3091,25-07-2015
25-07-2015,AUD,1.3765,25-07-2015
25-07-2015,EUR,0.9142,25-07-2015
25-07-2015,GBP,0.6462,25-07-2015
26-07-2015,USD,1,26-07-2015
26-07-2015,CAD,1.3091,26-07-2015
26-07-2015,AUD,1.3765,26-07-2015
26-07-2015,EUR,0.9142,26-07-2015
26-07-2015,GBP,0.6462,26-07-2015
27-07-2015,USD,1,27-07-2015
27-07-2015,CAD,1.303,27-07-2015
27-07-2015,AUD,1.3731,27-07-2015
27-07-2015,EUR,0.9043,27-07-2015
27-07-2015,GBP,0.6445,27-07-2015
28-07-2015,USD,1,28-07-2015
28-07-2015,CAD,1.3014,28-07-2015
28-07-2015,AUD,1.3686,28-07-2015
28-07-2015,EUR,0.907,28-07-2015
28-07-2015,GBP,0.6416,28-07-2015
29-07-2015,USD,1,29-07-2015
29-07-2015,CAD,1.2955,29-07-2015
29-07-2015,AUD,1.3691,29-07-2015
29-07-2015,EUR,0.9066,29-07-2015
29-07-2015,GBP,0.6394,29-07-2015
30-07-2015,USD,1,30-07-2015
30-07-2015,CAD,1.298,30-07-2015
30-07-2015,AUD,1.3752,30-07-2015
30-07-2015,EUR,0.9128,30-07-2015
30-07-2015,GBP,0.6399,30-07-2015
31-07-2015,USD,1,31-07-2015
31-07-2015,CAD,1.3048,31-07-2015
31-07-2015,AUD,1.3805,31-07-2015
31-07-2015,EUR,0.9118,31-07-2015
31-07-2015,GBP,0.642,31-07-2015
08-01-2015,USD,1,08-01-2015
08-01-2015,CAD,1.3048,08-01-2015
08-01-2015,AUD,1.3805,08-01-2015
08-01-2015,EUR,0.9118,08-01-2015
08-01-2015,GBP,0.642,08-01-2015
08-02-2015,USD,1,08-02-2015
08-02-2015,CAD,1.3048,08-02-2015
08-02-2015,AUD,1.3805,08-02-2015
08-02-2015,EUR,0.9118,08-02-2015
08-02-2015,GBP,0.642,08-02-2015
08-03-2015,USD,1,08-03-2015
08-03-2015,CAD,1.3153,08-03-2015
08-03-2015,AUD,1.3762,08-03-2015
08-03-2015,EUR,0.9132,08-03-2015
08-03-2015,GBP,0.6418,08-03-2015
08-04-2015,USD,1,08-04-2015
08-04-2015,CAD,1.313,08-04-2015
08-04-2015,AUD,1.3516,08-04-2015
08-04-2015,EUR,0.9113,08-04-2015
08-04-2015,GBP,0.6404,08-04-2015
08-05-2015,USD,1,08-05-2015
08-05-2015,CAD,1.3171,08-05-2015
08-05-2015,AUD,1.3558,08-05-2015
08-05-2015,EUR,0.9189,08-05-2015
08-05-2015,GBP,0.6398,08-05-2015
08-06-2015,USD,1,08-06-2015
08-06-2015,CAD,1.3168,08-06-2015
08-06-2015,AUD,1.3642,08-06-2015
08-06-2015,EUR,0.9187,08-06-2015
08-06-2015,GBP,0.6444,08-06-2015
08-07-2015,USD,1,08-07-2015
08-07-2015,CAD,1.3082,08-07-2015
08-07-2015,AUD,1.3535,08-07-2015
08-07-2015,EUR,0.914,08-07-2015
08-07-2015,GBP,0.6445,08-07-2015
08-08-2015,USD,1,08-08-2015
08-08-2015,CAD,1.3082,08-08-2015
08-08-2015,AUD,1.3535,08-08-2015
08-08-2015,EUR,0.914,08-08-2015
08-08-2015,GBP,0.6445,08-08-2015
08-09-2015,USD,1,08-09-2015
08-09-2015,CAD,1.3082,08-09-2015
08-09-2015,AUD,1.3535,08-09-2015
08-09-2015,EUR,0.914,08-09-2015
08-09-2015,GBP,0.6445,08-09-2015
08-10-2015,USD,1,08-10-2015
08-10-2015,CAD,1.3131,08-10-2015
08-10-2015,AUD,1.358,08-10-2015
08-10-2015,EUR,0.9124,08-10-2015
08-10-2015,GBP,0.6452,08-10-2015
08-11-2015,USD,1,08-11-2015
08-11-2015,CAD,1.3075,08-11-2015
08-11-2015,AUD,1.3652,08-11-2015
08-11-2015,EUR,0.9046,08-11-2015
08-11-2015,GBP,0.6412,08-11-2015
08-12-2015,USD,1,08-12-2015
08-12-2015,CAD,1.2969,08-12-2015
08-12-2015,AUD,1.3562,08-12-2015
08-12-2015,EUR,0.8965,08-12-2015
08-12-2015,GBP,0.6409,08-12-2015
13-08-2015,USD,1,13-08-2015
13-08-2015,CAD,1.3012,13-08-2015
13-08-2015,AUD,1.3611,13-08-2015
13-08-2015,EUR,0.9002,13-08-2015
13-08-2015,GBP,0.6397,13-08-2015
14-08-2015,USD,1,14-08-2015
14-08-2015,CAD,1.3044,14-08-2015
14-08-2015,AUD,1.3537,14-08-2015
14-08-2015,EUR,0.8952,14-08-2015
14-08-2015,GBP,0.6396,14-08-2015
15-08-2015,USD,1,15-08-2015
15-08-2015,CAD,1.3044,15-08-2015
15-08-2015,AUD,1.3537,15-08-2015
15-08-2015,EUR,0.8952,15-08-2015
15-08-2015,GBP,0.6396,15-08-2015
16-08-2015,USD,1,16-08-2015
16-08-2015,CAD,1.3044,16-08-2015
16-08-2015,AUD,1.3537,16-08-2015
16-08-2015,EUR,0.8952,16-08-2015
16-08-2015,GBP,0.6396,16-08-2015
17-08-2015,USD,1,17-08-2015
17-08-2015,CAD,1.3136,17-08-2015
17-08-2015,AUD,1.36,17-08-2015
17-08-2015,EUR,0.9009,17-08-2015
17-08-2015,GBP,0.6401,17-08-2015
18-08-2015,USD,1,18-08-2015
18-08-2015,CAD,1.3105,18-08-2015
18-08-2015,AUD,1.3621,18-08-2015
18-08-2015,EUR,0.9042,18-08-2015
18-08-2015,GBP,0.6367,18-08-2015
19-08-2015,USD,1,19-08-2015
19-08-2015,CAD,1.307,19-08-2015
19-08-2015,AUD,1.3609,19-08-2015
19-08-2015,EUR,0.9057,19-08-2015
19-08-2015,GBP,0.6384,19-08-2015
20-08-2015,USD,1,20-08-2015
20-08-2015,CAD,1.3126,20-08-2015
20-08-2015,AUD,1.367,20-08-2015
20-08-2015,EUR,0.8942,20-08-2015
20-08-2015,GBP,0.6383,20-08-2015
21-08-2015,USD,1,21-08-2015
21-08-2015,CAD,1.3108,21-08-2015
21-08-2015,AUD,1.3637,21-08-2015
21-08-2015,EUR,0.8864,21-08-2015
21-08-2015,GBP,0.6381,21-08-2015
22-08-2015,USD,1,22-08-2015
22-08-2015,CAD,1.3108,22-08-2015
22-08-2015,AUD,1.3637,22-08-2015
22-08-2015,EUR,0.8864,22-08-2015
22-08-2015,GBP,0.6381,22-08-2015
23-08-2015,USD,1,23-08-2015
23-08-2015,CAD,1.3108,23-08-2015
23-08-2015,AUD,1.3637,23-08-2015
23-08-2015,EUR,0.8864,23-08-2015
23-08-2015,GBP,0.6381,23-08-2015
24-08-2015,USD,1,24-08-2015
24-08-2015,CAD,1.3252,24-08-2015
24-08-2015,AUD,1.3832,24-08-2015
24-08-2015,EUR,0.8698,24-08-2015
24-08-2015,GBP,0.6351,24-08-2015
25-08-2015,USD,1,25-08-2015
25-08-2015,CAD,1.3194,25-08-2015
25-08-2015,AUD,1.3851,25-08-2015
25-08-2015,EUR,0.8691,25-08-2015
25-08-2015,GBP,0.6336,25-08-2015
26-08-2015,USD,1,26-08-2015
26-08-2015,CAD,1.3265,26-08-2015
26-08-2015,AUD,1.4,26-08-2015
26-08-2015,EUR,0.877,26-08-2015
26-08-2015,GBP,0.6415,26-08-2015
27-08-2015,USD,1,27-08-2015
27-08-2015,CAD,1.3226,27-08-2015
27-08-2015,AUD,1.3993,27-08-2015
27-08-2015,EUR,0.8862,27-08-2015
27-08-2015,GBP,0.648,27-08-2015
28-08-2015,USD,1,28-08-2015
28-08-2015,CAD,1.3271,28-08-2015
28-08-2015,AUD,1.4012,28-08-2015
28-08-2015,EUR,0.8875,28-08-2015
28-08-2015,GBP,0.6497,28-08-2015
29-08-2015,USD,1,29-08-2015
29-08-2015,CAD,1.3271,29-08-2015
29-08-2015,AUD,1.4012,29-08-2015
29-08-2015,EUR,0.8875,29-08-2015
29-08-2015,GBP,0.6497,29-08-2015
30-08-2015,USD,1,30-08-2015
30-08-2015,CAD,1.3271,30-08-2015
30-08-2015,AUD,1.4012,30-08-2015
30-08-2015,EUR,0.8875,30-08-2015
30-08-2015,GBP,0.6497,30-08-2015
31-08-2015,USD,1,31-08-2015
31-08-2015,CAD,1.3253,31-08-2015
31-08-2015,AUD,1.4046,31-08-2015
31-08-2015,EUR,0.8917,31-08-2015
31-08-2015,GBP,0.6487,31-08-2015
09-01-2015,USD,1,09-01-2015
09-01-2015,CAD,1.3222,09-01-2015
09-01-2015,AUD,1.4201,09-01-2015
09-01-2015,EUR,0.89,09-01-2015
09-01-2015,GBP,0.6522,09-01-2015
09-02-2015,USD,1,09-02-2015
09-02-2015,CAD,1.3255,09-02-2015
09-02-2015,AUD,1.427,09-02-2015
09-02-2015,EUR,0.8885,09-02-2015
09-02-2015,GBP,0.6547,09-02-2015
09-03-2015,USD,1,09-03-2015
09-03-2015,CAD,1.3263,09-03-2015
09-03-2015,AUD,1.428,09-03-2015
09-03-2015,EUR,0.8906,09-03-2015
09-03-2015,GBP,0.6541,09-03-2015
09-04-2015,USD,1,09-04-2015
09-04-2015,CAD,1.323,09-04-2015
09-04-2015,AUD,1.4319,09-04-2015
09-04-2015,EUR,0.8978,09-04-2015
09-04-2015,GBP,0.6568,09-04-2015
09-05-2015,USD,1,09-05-2015
09-05-2015,CAD,1.323,09-05-2015
09-05-2015,AUD,1.4319,09-05-2015
09-05-2015,EUR,0.8978,09-05-2015
09-05-2015,GBP,0.6568,09-05-2015
09-06-2015,USD,1,09-06-2015
09-06-2015,CAD,1.323,09-06-2015
09-06-2015,AUD,1.4319,09-06-2015
09-06-2015,EUR,0.8978,09-06-2015
09-06-2015,GBP,0.6568,09-06-2015
09-07-2015,USD,1,09-07-2015
09-07-2015,CAD,1.328,09-07-2015
09-07-2015,AUD,1.4411,09-07-2015
09-07-2015,EUR,0.8972,09-07-2015
09-07-2015,GBP,0.6553,09-07-2015
09-08-2015,USD,1,09-08-2015
09-08-2015,CAD,1.3221,09-08-2015
09-08-2015,AUD,1.4313,09-08-2015
09-08-2015,EUR,0.8959,09-08-2015
09-08-2015,GBP,0.649,09-08-2015
09-09-2015,USD,1,09-09-2015
09-09-2015,CAD,1.3248,09-09-2015
09-09-2015,AUD,1.4238,09-09-2015
09-09-2015,EUR,0.8977,09-09-2015
09-09-2015,GBP,0.651,09-09-2015
09-10-2015,USD,1,09-10-2015
09-10-2015,CAD,1.3252,09-10-2015
09-10-2015,AUD,1.4154,09-10-2015
